Data/Hora,Ocupação (Simulada) (%),Iluminação (kWh),Equipamentos (kWh),Climatização (HVAC) (kWh),Consumo Total (kWh),Tarifa (R$/kWh)
2024-01-04 17:00:00,63,0.7118070039989763,2.89,1.8900000000000001,5.491807003998977,0.8
2024-01-04 18:00:00,71,0.38463982944360564,3.13,2.13,5.644639829443605,0.8
2024-01-04 19:00:00,14,0.25316664448719806,1.42,0.10500000000000001,1.778166644487198,0.8
2024-01-04 20:00:00,14,0.36510270266127576,1.42,0.10500000000000001,1.8901027026612756,0.8
2024-01-04 21:00:00,12,0.4188177329919067,1.3599999999999999,0.09,1.8688177329919067,0.8
2024-01-04 22:00:00,14,0.3603235752609867,1.42,0.10500000000000001,1.8853235752609865,0.8
2024-01-04 23:00:00,11,0.36860025069650837,1.33,0.0825,1.7811002506965083,0.8
2024-01-05 00:00:00,6,0.34678143875524337,1.18,0.045,1.5717814387552433,0.8
2024-01-05 01:00:00,2,0.33401327712883633,1.06,0.015,1.4090132771288364,0.8
2024-01-05 02:00:00,14,0.37177324838678516,1.42,0.10500000000000001,1.896773248386785,0.8
2024-01-05 03:00:00,14,0.28888431963102335,1.42,0.10500000000000001,1.8138843196310233,0.8
2024-01-05 04:00:00,14,0.24527016773103516,1.42,0.10500000000000001,1.770270167731035,0.8
2024-01-05 05:00:00,13,0.28264459965807864,1.3900000000000001,0.0975,1.7701445996580787,0.8
2024-01-05 06:00:00,14,0.38376385492883636,1.42,0.10500000000000001,1.9087638549288362,0.8
2024-01-05 07:00:00,1,0.3917736152529885,1.03,0.0075,1.4292736152529886,0.8
2024-01-05 08:00:00,90,0.7268503531595449,3.7,2.7,7.126850353159545,0.8
2024-01-05 09:00:00,86,0.5458727644798327,3.58,2.58,6.705872764479833,0.8
2024-01-05 10:00:00,72,0.68488026883999,3.16,2.16,6.00488026883999,0.8
2024-01-05 11:00:00,88,0.46624774476628883,3.64,2.64,6.74624774476629,0.8
2024-01-05 12:00:00,75,0.6602994438513389,3.25,2.25,6.160299443851339,0.8
2024-01-05 13:00:00,78,0.4584823118094419,3.34,2.34,6.138482311809442,0.8
2024-01-05 14:00:00,94,0.7588741267928145,3.82,2.82,7.398874126792814,0.8
2024-01-05 15:00:00,68,0.47515507115724365,3.04,2.04,5.555155071157244,0.8
2024-01-05 16:00:00,84,0.6589548318330433,3.52,2.52,6.698954831833044,0.8
2024-01-05 17:00:00,75,0.5720357593419912,3.25,2.25,6.072035759341992,0.8
2024-01-05 18:00:00,87,0.6452277442909704,3.61,2.61,6.865227744290969,0.8
2024-01-05 19:00:00,1,0.40605303229630096,1.03,0.0075,1.443553032296301,0.8
2024-01-05 20:00:00,6,0.4190487804378513,1.18,0.045,1.6440487804378512,0.8
2024-01-05 21:00:00,11,0.3791459996611677,1.33,0.0825,1.7916459996611678,0.8
2024-01-05 22:00:00,11,0.38462994771686265,1.33,0.0825,1.7971299477168627,0.8
2024-01-05 23:00:00,9,0.39717432770603467,1.27,0.0675,1.7346743277060348,0.8
2024-01-06 00:00:00,14,0.3158228007931486,1.42,0.10500000000000001,1.8408228007931484,0.8
2024-01-06 01:00:00,1,0.32590413017650155,1.03,0.0075,1.3634041301765016,0.8
2024-01-06 02:00:00,6,0.38941861863253135,1.18,0.045,1.614418618632531,0.8
2024-01-06 03:00:00,4,0.4162853745570624,1.12,0.03,1.5662853745570626,0.8
2024-01-06 04:00:00,4,0.24596972462292419,1.12,0.03,1.3959697246229243,0.8
2024-01-06 05:00:00,1,0.39010855052913274,1.03,0.0075,1.427608550529133,0.8
2024-01-06 06:00:00,2,0.2853401111663056,1.06,0.015,1.3603401111663056,0.8
2024-01-06 07:00:00,8,0.24395012732430835,1.24,0.06,1.5439501273243084,0.8
2024-01-06 08:00:00,9,0.5296470216256938,1.27,0.27,2.069647021625694,0.8
2024-01-06 09:00:00,12,0.5491515616435823,1.3599999999999999,0.36,2.2691515616435822,0.8
2024-01-06 10:00:00,6,0.9088422744739344,1.18,0.18,2.2688422744739345,0.8
2024-01-06 11:00:00,7,0.3424567996894933,1.21,0.21000000000000002,1.762456799689493,0.8
2024-01-06 12:00:00,1,0.5241968809649227,1.03,0.03,1.5841968809649227,0.8
2024-01-06 13:00:00,13,0.45913370059357206,1.3900000000000001,0.39,2.2391337005935723,0.8
2024-01-06 14:00:00,14,0.790598191370457,1.42,0.42000000000000004,2.630598191370457,0.8
2024-01-06 15:00:00,6,0.9062189993748224,1.18,0.18,2.2662189993748227,0.8
2024-01-06 16:00:00,3,0.6907743306587514,1.09,0.09,1.8707743306587516,0.8
2024-01-06 17:00:00,3,0.32629072647117763,1.09,0.09,1.5062907264711778,0.8
2024-01-06 18:00:00,8,0.42991474281354947,1.24,0.24,1.9099147428135494,0.8
2024-01-06 19:00:00,0,0.4211358705808036,1.0,0.0,1.4211358705808035,0.8
2024-01-06 20:00:00,5,0.3181633150068256,1.15,0.037500000000000006,1.5056633150068257,0.8
2024-01-06 21:00:00,1,0.38856794625575086,1.03,0.0075,1.426067946255751,0.8
2024-01-06 22:00:00,13,0.37304965266621015,1.3900000000000001,0.0975,1.8605496526662102,0.8
2024-01-06 23:00:00,3,0.3368950008369149,1.09,0.0225,1.449395000836915,0.8
2024-01-07 00:00:00,5,0.27572586009081723,1.15,0.037500000000000006,1.4632258600908172,0.8
2024-01-07 01:00:00,3,0.31132701142828356,1.09,0.0225,1.4238270114282836,0.8
2024-01-07 02:00:00,3,0.2802736411571345,1.09,0.0225,1.3927736411571345,0.8
2024-01-07 03:00:00,3,0.30946063904014487,1.09,0.0225,1.421960639040145,0.8
2024-01-07 04:00:00,1,0.23629579439281273,1.03,0.0075,1.2737957943928129,0.8
2024-01-07 05:00:00,4,0.3800391802281551,1.12,0.03,1.5300391802281552,0.8
2024-01-07 06:00:00,14,0.37052735845878393,1.42,0.10500000000000001,1.895527358458784,0.8
2024-01-07 07:00:00,8,0.3082284087217868,1.24,0.06,1.6082284087217869,0.8
2024-01-07 08:00:00,3,0.5187454741028333,1.09,0.09,1.6987454741028334,0.8
2024-01-07 09:00:00,2,0.6204780206749642,1.06,0.06,1.7404780206749644,0.8
2024-01-07 10:00:00,9,0.6062573444125898,1.27,0.27,2.14625734441259,0.8
2024-01-07 11:00:00,8,0.36386183895697716,1.24,0.24,1.8438618389569772,0.8
2024-01-07 12:00:00,2,0.7345152822734953,1.06,0.06,1.8545152822734954,0.8
2024-01-07 13:00:00,13,0.840134489831321,1.3900000000000001,0.39,2.620134489831321,0.8
2024-01-07 14:00:00,10,0.6839267859872264,1.3,0.30000000000000004,2.2839267859872265,0.8
2024-01-07 15:00:00,2,0.39378761850262367,1.06,0.06,1.5137876185026238,0.8
2024-01-07 16:00:00,7,0.5477484048462887,1.21,0.21000000000000002,1.9677484048462888,0.8
2024-01-07 17:00:00,14,0.46402767544696577,1.42,0.42000000000000004,2.3040276754469655,0.8
2024-01-07 18:00:00,4,0.7885738336661361,1.12,0.12,2.0285738336661363,0.8
2024-01-07 19:00:00,6,0.4073527591673973,1.18,0.045,1.6323527591673972,0.8
2024-01-07 20:00:00,9,0.4057167698911198,1.27,0.0675,1.7432167698911196,0.8
2024-01-07 21:00:00,11,0.3048670770483134,1.33,0.0825,1.7173670770483134,0.8
2024-01-07 22:00:00,4,0.3456486980691166,1.12,0.03,1.4956486980691166,0.8
2024-01-07 23:00:00,8,0.2598309645340438,1.24,0.06,1.5598309645340438,0.8
2024-01-08 00:00:00,5,0.30713503873801296,1.15,0.037500000000000006,1.494635038738013,0.8
2024-01-08 01:00:00,7,0.42089340625234184,1.21,0.052500000000000005,1.683393406252342,0.8
2024-01-08 02:00:00,11,0.265952947022651,1.33,0.0825,1.678452947022651,0.8
2024-01-08 03:00:00,10,0.26439857360430724,1.3,0.07500000000000001,1.6393985736043073,0.8
2024-01-08 04:00:00,3,0.3712954507419245,1.09,0.0225,1.4837954507419244,0.8
2024-01-08 05:00:00,6,0.26725155939702394,1.18,0.045,1.4922515593970238,0.8
2024-01-08 06:00:00,6,0.23628337449075412,1.18,0.045,1.461283374490754,0.8
2024-01-08 07:00:00,14,0.3288469958218677,1.42,0.10500000000000001,1.8538469958218675,0.8
2024-01-08 08:00:00,81,0.5806654381193921,3.43,2.43,6.440665438119392,0.8
2024-01-08 09:00:00,69,0.5101762908210449,3.07,2.07,5.650176290821045,0.8
2024-01-08 10:00:00,96,0.8130034151231025,3.88,2.88,7.573003415123102,0.8
2024-01-08 11:00:00,77,0.3373531145544283,3.31,2.31,5.9573531145544285,0.8
2024-01-08 12:00:00,83,0.3452396713280601,3.4899999999999998,2.4899999999999998,6.32523967132806,0.8
2024-01-08 13:00:00,60,0.7666198716954731,2.8,1.7999999999999998,5.366619871695473,0.8
2024-01-08 14:00:00,86,0.6358400161465272,3.58,2.58,6.795840016146528,0.8
2024-01-08 15:00:00,72,0.4724024468432201,3.16,2.16,5.79240244684322,0.8
2024-01-08 16:00:00,92,0.8123455181376105,3.7600000000000002,2.7600000000000002,7.332345518137611,0.8
2024-01-08 17:00:00,70,0.3428688276156774,3.0999999999999996,2.0999999999999996,5.542868827615677,0.8
2024-01-08 18:00:00,72,0.5091686626567223,3.16,2.16,5.8291686626567225,0.8
2024-01-08 19:00:00,0,0.23039638857923508,1.0,0.0,1.230396388579235,0.8
2024-01-08 20:00:00,12,0.39813353098435666,1.3599999999999999,0.09,1.8481335309843565,0.8
2024-01-08 21:00:00,0,0.27873606870670453,1.0,0.0,1.2787360687067046,0.8
2024-01-08 22:00:00,6,0.3830023736265118,1.18,0.045,1.6080023736265117,0.8
2024-01-08 23:00:00,14,0.2955061219905631,1.42,0.10500000000000001,1.820506121990563,0.8
2024-01-09 00:00:00,1,0.3246993721144471,1.03,0.0075,1.3621993721144472,0.8
2024-01-09 01:00:00,4,0.38084689315352804,1.12,0.03,1.5308468931535282,0.8
2024-01-09 02:00:00,0,0.25905673995686007,1.0,0.0,1.25905673995686,0.8
2024-01-09 03:00:00,8,0.30144844916924607,1.24,0.06,1.6014484491692462,0.8
2024-01-09 04:00:00,14,0.2564882268917871,1.42,0.10500000000000001,1.781488226891787,0.8
2024-01-09 05:00:00,1,0.3766744014046107,1.03,0.0075,1.4141744014046107,0.8
2024-01-09 06:00:00,1,0.33430884694650664,1.03,0.0075,1.3718088469465066,0.8
2024-01-09 07:00:00,3,0.31681134726861027,1.09,0.0225,1.4293113472686103,0.8
2024-01-09 08:00:00,72,0.4102892477791552,3.16,2.16,5.730289247779155,0.8
2024-01-09 09:00:00,78,0.3726580630889297,3.34,2.34,6.052658063088929,0.8
2024-01-09 10:00:00,88,0.5116243125697244,3.64,2.64,6.791624312569725,0.8
2024-01-09 11:00:00,92,0.5534488343732646,3.7600000000000002,2.7600000000000002,7.073448834373265,0.8
2024-01-09 12:00:00,71,0.7453912987059479,3.13,2.13,6.0053912987059475,0.8
2024-01-09 13:00:00,86,0.9032837488948342,3.58,2.58,7.063283748894834,0.8
2024-01-09 14:00:00,85,0.4827584188894659,3.55,2.55,6.5827584188894654,0.8
2024-01-09 15:00:00,88,0.6942041963078242,3.64,2.64,6.974204196307824,0.8
2024-01-09 16:00:00,65,0.7855843053395242,2.95,1.9500000000000002,5.685584305339525,0.8
2024-01-09 17:00:00,74,0.47086575215761206,3.2199999999999998,2.2199999999999998,5.910865752157612,0.8
2024-01-09 18:00:00,66,0.49140907765547825,2.98,1.98,5.451409077655478,0.8
2024-01-09 19:00:00,2,0.30083646707169254,1.06,0.015,1.3758364670716925,0.8
2024-01-09 20:00:00,13,0.3983738395595877,1.3900000000000001,0.0975,1.8858738395595878,0.8
2024-01-09 21:00:00,5,0.40951162355292137,1.15,0.037500000000000006,1.5970116235529215,0.8
2024-01-09 22:00:00,2,0.23884521780460718,1.06,0.015,1.3138452178046072,0.8
2024-01-09 23:00:00,9,0.2625620974156505,1.27,0.0675,1.6000620974156505,0.8
2024-01-10 00:00:00,8,0.4083618317765687,1.24,0.06,1.7083618317765688,0.8
2024-01-10 01:00:00,14,0.22943039116842967,1.42,0.10500000000000001,1.7544303911684296,0.8
2024-01-10 02:00:00,12,0.2674239668914494,1.3599999999999999,0.09,1.7174239668914495,0.8
2024-01-10 03:00:00,1,0.4073637952273713,1.03,0.0075,1.4448637952273715,0.8
2024-01-10 04:00:00,12,0.4133867836823861,1.3599999999999999,0.09,1.863386783682386,0.8
2024-01-10 05:00:00,13,0.4130237173149731,1.3900000000000001,0.0975,1.9005237173149732,0.8
2024-01-10 06:00:00,6,0.2627478378642777,1.18,0.045,1.4877478378642777,0.8
2024-01-10 07:00:00,5,0.409593610581908,1.15,0.037500000000000006,1.597093610581908,0.8
2024-01-10 08:00:00,66,0.8238212688887745,2.98,1.98,5.783821268888774,0.8
2024-01-10 09:00:00,98,0.380228653063475,3.94,2.94,7.260228653063475,0.8
2024-01-10 10:00:00,77,0.5376835428184947,3.31,2.31,6.157683542818495,0.8
2024-01-10 11:00:00,92,0.34668168358178975,3.7600000000000002,2.7600000000000002,6.86668168358179,0.8
2024-01-10 12:00:00,63,0.5619829449281697,2.89,1.8900000000000001,5.341982944928169,0.8
2024-01-10 13:00:00,60,0.38947797502149306,2.8,1.7999999999999998,4.989477975021493,0.8
2024-01-10 14:00:00,90,0.5440187784396521,3.7,2.7,6.944018778439652,0.8
2024-01-10 15:00:00,94,0.5614586824136334,3.82,2.82,7.201458682413634,0.8
2024-01-10 16:00:00,63,0.7528092022076531,2.89,1.8900000000000001,5.532809202207654,0.8
2024-01-10 17:00:00,97,0.8499177434467069,3.91,2.91,7.669917743446707,0.8
2024-01-10 18:00:00,80,0.6525284985774931,3.4000000000000004,2.4000000000000004,6.452528498577494,0.8
2024-01-10 19:00:00,14,0.27886817252967594,1.42,0.10500000000000001,1.803868172529676,0.8
2024-01-10 20:00:00,8,0.24110405019621153,1.24,0.06,1.5411040501962117,0.8
2024-01-10 21:00:00,8,0.27274058028966297,1.24,0.06,1.572740580289663,0.8
2024-01-10 22:00:00,2,0.3143008102435281,1.06,0.015,1.389300810243528,0.8
2024-01-10 23:00:00,5,0.2706772158283289,1.15,0.037500000000000006,1.4581772158283288,0.8
2024-01-11 00:00:00,1,0.27776317896600744,1.03,0.0075,1.3152631789660074,0.8
2024-01-11 01:00:00,10,0.27416816379499,1.3,0.07500000000000001,1.64916816379499,0.8
2024-01-11 02:00:00,14,0.2731435545996803,1.42,0.10500000000000001,1.7981435545996802,0.8
2024-01-11 03:00:00,11,0.4114507460428911,1.33,0.0825,1.8239507460428912,0.8
2024-01-11 04:00:00,5,0.4174435544643198,1.15,0.037500000000000006,1.6049435544643198,0.8
2024-01-11 05:00:00,0,0.31447870643149134,1.0,0.0,1.3144787064314913,0.8
2024-01-11 06:00:00,12,0.28334699947866054,1.3599999999999999,0.09,1.7333469994786606,0.8
2024-01-11 07:00:00,13,0.2380455262198328,1.3900000000000001,0.0975,1.725545526219833,0.8
2024-01-11 08:00:00,96,0.6105013983335598,3.88,2.88,7.37050139833356,0.8
2024-01-11 09:00:00,60,0.7994158548017507,2.8,1.7999999999999998,5.399415854801751,0.8
2024-01-11 10:00:00,97,0.48033735088357854,3.91,2.91,7.300337350883579,0.8
2024-01-11 11:00:00,99,0.8028792657885325,3.9699999999999998,2.9699999999999998,7.742879265788532,0.8
2024-01-11 12:00:00,95,0.8076903368829851,3.8499999999999996,2.8499999999999996,7.507690336882984,0.8
2024-01-11 13:00:00,61,0.3266335548721231,2.83,1.83,4.986633554872123,0.8
2024-01-11 14:00:00,63,0.6221294015956684,2.89,1.8900000000000001,5.402129401595669,0.8
2024-01-11 15:00:00,78,0.35938855507780987,3.34,2.34,6.03938855507781,0.8
2024-01-11 16:00:00,60,0.4747885820300958,2.8,1.7999999999999998,5.074788582030095,0.8
2024-01-11 17:00:00,88,0.44406364706122103,3.64,2.64,6.724063647061222,0.8
2024-01-11 18:00:00,77,0.45247253252051023,3.31,2.31,6.072472532520511,0.8
2024-01-11 19:00:00,9,0.24352789429428728,1.27,0.0675,1.5810278942942873,0.8
2024-01-11 20:00:00,6,0.3700531144917404,1.18,0.045,1.5950531144917401,0.8
2024-01-11 21:00:00,9,0.4080119517435239,1.27,0.0675,1.745511951743524,0.8
2024-01-11 22:00:00,1,0.3868658011713719,1.03,0.0075,1.424365801171372,0.8
2024-01-11 23:00:00,7,0.41880230992656775,1.21,0.052500000000000005,1.6813023099265678,0.8
2024-01-12 00:00:00,0,0.373140779427934,1.0,0.0,1.373140779427934,0.8
2024-01-12 01:00:00,8,0.2261015228337034,1.24,0.06,1.5261015228337034,0.8
2024-01-12 02:00:00,7,0.23705986556403616,1.21,0.052500000000000005,1.499559865564036,0.8
2024-01-12 03:00:00,7,0.2830224985561285,1.21,0.052500000000000005,1.5455224985561284,0.8
2024-01-12 04:00:00,11,0.38007547350269155,1.33,0.0825,1.7925754735026915,0.8
2024-01-12 05:00:00,13,0.30242880607405664,1.3900000000000001,0.0975,1.7899288060740568,0.8
2024-01-12 06:00:00,9,0.3668146561946002,1.27,0.0675,1.7043146561946,0.8
2024-01-12 07:00:00,5,0.3464859467123783,1.15,0.037500000000000006,1.5339859467123782,0.8
2024-01-12 08:00:00,67,0.5859366140408512,3.0100000000000002,2.0100000000000002,5.605936614040852,0.8
2024-01-12 09:00:00,79,0.5412270899679424,3.37,2.37,6.281227089967943,0.8
2024-01-12 10:00:00,82,0.8466520676933103,3.46,2.46,6.76665206769331,0.8
2024-01-12 11:00:00,79,0.8091399256305918,3.37,2.37,6.549139925630592,0.8
2024-01-12 12:00:00,99,0.6475801131715668,3.9699999999999998,2.9699999999999998,7.587580113171566,0.8
2024-01-12 13:00:00,96,0.7070137648838183,3.88,2.88,7.467013764883818,0.8
2024-01-12 14:00:00,97,0.8971970475544582,3.91,2.91,7.717197047554459,0.8
2024-01-12 15:00:00,65,0.4446109664955744,2.95,1.9500000000000002,5.3446109664955745,0.8
2024-01-12 16:00:00,81,0.5944979603079078,3.43,2.43,6.454497960307908,0.8
2024-01-12 17:00:00,89,0.8471922795569465,3.67,2.67,7.187192279556946,0.8
2024-01-12 18:00:00,95,0.4445438180301885,3.8499999999999996,2.8499999999999996,7.144543818030188,0.8
2024-01-12 19:00:00,11,0.2606264897396436,1.33,0.0825,1.6731264897396436,0.8
2024-01-12 20:00:00,13,0.362497266901732,1.3900000000000001,0.0975,1.8499972669017322,0.8
2024-01-12 21:00:00,6,0.26869489061607643,1.18,0.045,1.4936948906160763,0.8
2024-01-12 22:00:00,11,0.30872299662999236,1.33,0.0825,1.7212229966299923,0.8
2024-01-12 23:00:00,12,0.30505209839888203,1.3599999999999999,0.09,1.755052098398882,0.8
2024-01-13 00:00:00,0,0.29666803872863423,1.0,0.0,1.2966680387286342,0.8
2024-01-13 01:00:00,7,0.35043608930134207,1.21,0.052500000000000005,1.612936089301342,0.8
2024-01-13 02:00:00,13,0.3762006248151424,1.3900000000000001,0.0975,1.8637006248151424,0.8
2024-01-13 03:00:00,0,0.2534567682659204,1.0,0.0,1.2534567682659203,0.8
2024-01-13 04:00:00,10,0.42194059236454307,1.3,0.07500000000000001,1.7969405923645432,0.8
2024-01-13 05:00:00,11,0.25771535325105965,1.33,0.0825,1.6702153532510597,0.8
2024-01-13 06:00:00,6,0.2782388507977732,1.18,0.045,1.5032388507977732,0.8
